grupo,customer_types,sin_tacc,event_date,reserved_at,canceled_at,checked_at,anticipacion_min,status,customer_id
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 10:50:23.860000-03:00,,2026-07-01 12:02:50.780000-03:00,72.44866666666667,used,23
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:25:46.617000-03:00,,2026-07-01 12:02:55.501000-03:00,217.14806666666667,used,25
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:18:06.505000-03:00,,2026-07-01 12:02:58.455000-03:00,224.86583333333334,used,26
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:02:25.726000-03:00,,2026-07-01 12:03:00.220000-03:00,240.5749,used,27
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:00:11.949000-03:00,,2026-07-01 12:03:02.146000-03:00,242.83661666666666,used,28
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:10:07.195000-03:00,,2026-07-01 12:03:05.011000-03:00,232.9636,used,29
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:14:37.044000-03:00,,2026-07-01 12:03:07.395000-03:00,228.50585,used,30
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:07:53.102000-03:00,,2026-07-01 12:03:09.924000-03:00,235.28036666666668,used,31
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:05:48.752000-03:00,,2026-07-01 12:03:11.738000-03:00,237.3831,used,32
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 09:18:47.286000-03:00,,2026-07-01 12:03:15.228000-03:00,164.4657,used,33
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:06:12.123000-03:00,,2026-07-01 12:03:18.272000-03:00,237.1024833333333,used,34
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:02:22.312000-03:00,,2026-07-01 12:03:26.970000-03:00,241.07763333333332,used,35
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:10:28.118000-03:00,,2026-07-01 12:03:30.627000-03:00,233.04181666666668,used,36
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:03:18.426000-03:00,,2026-07-01 12:03:33.717000-03:00,240.25484999999998,used,37
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:00:50.744000-03:00,,2026-07-01 12:03:36.625000-03:00,242.76468333333332,used,38
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:31:56.034000-03:00,,2026-07-01 12:03:41.580000-03:00,211.75910000000002,used,40
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 09:27:20.002000-03:00,,2026-07-01 12:03:44.260000-03:00,156.4043,used,41
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:28:49.705000-03:00,,2026-07-01 12:04:02.256000-03:00,215.20918333333333,used,42
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:58:28.026000-03:00,,2026-07-01 12:04:14.107000-03:00,185.76801666666668,used,45
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:05:18.298000-03:00,,2026-07-01 12:04:17.841000-03:00,238.99238333333332,used,46
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:00:17.730000-03:00,,2026-07-01 12:04:19.261000-03:00,244.02551666666668,used,47
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:02:54.222000-03:00,,2026-07-01 12:04:23.704000-03:00,241.49136666666666,used,48
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:00:59.796000-03:00,,2026-07-01 12:04:31.448000-03:00,243.52753333333334,used,51
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:11:38.383000-03:00,,2026-07-01 12:04:33.929000-03:00,232.92576666666668,used,52
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:18:56.900000-03:00,,2026-07-01 12:04:39.656000-03:00,225.71259999999998,used,54
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 09:27:31.486000-03:00,,2026-07-01 12:04:45.210000-03:00,157.22873333333334,used,55
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 09:28:03.014000-03:00,,2026-07-01 12:04:54.765000-03:00,156.86251666666666,used,56
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:25:35.170000-03:00,,2026-07-01 12:05:02.658000-03:00,219.45813333333334,used,57
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 09:26:37.840000-03:00,,2026-07-01 12:05:06.468000-03:00,158.47713333333334,used,58
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:16:15.293000-03:00,,2026-07-01 12:05:21.165000-03:00,229.09786666666665,used,59
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:14:39.726000-03:00,,2026-07-01 12:05:30.495000-03:00,230.84615,used,61
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:04:31.092000-03:00,,2026-07-01 12:05:43.473000-03:00,241.20635,used,64
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:10:51.557000-03:00,,2026-07-01 12:05:51.599000-03:00,235.0007,used,66
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:15:12.510000-03:00,,2026-07-01 12:05:54.550000-03:00,230.70066666666668,used,67
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:09:24.758000-03:00,,2026-07-01 12:05:57.838000-03:00,236.55133333333333,used,68
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 09:13:28.501000-03:00,,2026-07-01 12:06:20.281000-03:00,172.863,used,72
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:59:48.536000-03:00,,2026-07-01 12:06:32.636000-03:00,186.735,used,74
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 10:59:04.652000-03:00,,2026-07-01 12:06:38.427000-03:00,67.56291666666667,used,75
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:14:22.367000-03:00,,2026-07-01 12:07:04.752000-03:00,232.70641666666668,used,77
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 09:03:34.720000-03:00,,2026-07-01 12:07:25.686000-03:00,183.84943333333334,used,78
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:51:30.869000-03:00,,2026-07-01 12:07:30.614000-03:00,195.99575000000002,used,79
Estudiantes,Estudiante de Grado,False,2026-07-01,2026-07-01 08:27:12.461000-03:00,,2026-07-01 12:07:45.223000-03:00,220.54603333333336,used,83
