event_date,checked_at,intervalo_s
2026-08-21,2026-08-21 12:10:43.284000-03:00,3.449
2026-08-21,2026-08-21 12:10:46.343000-03:00,3.059
2026-08-21,2026-08-21 12:10:49.279000-03:00,2.936
2026-08-21,2026-08-21 12:10:51.802000-03:00,2.523
2026-08-21,2026-08-21 12:10:54.495000-03:00,2.693
2026-08-21,2026-08-21 12:10:56.915000-03:00,2.42
2026-08-21,2026-08-21 12:11:00.462000-03:00,3.547
2026-08-21,2026-08-21 12:11:04.589000-03:00,4.127
2026-08-21,2026-08-21 12:11:08.644000-03:00,4.055
2026-08-21,2026-08-21 12:11:11.500000-03:00,2.856
2026-08-21,2026-08-21 12:11:23.613000-03:00,12.113
2026-08-21,2026-08-21 12:11:30.869000-03:00,7.256
2026-08-21,2026-08-21 12:11:38.382000-03:00,7.513
2026-08-21,2026-08-21 12:11:53.319000-03:00,14.937
2026-08-21,2026-08-21 12:11:56.076000-03:00,2.757
2026-08-21,2026-08-21 12:11:58.963000-03:00,2.887
2026-08-21,2026-08-21 12:12:02.289000-03:00,3.326
2026-08-21,2026-08-21 12:12:05.678000-03:00,3.389
2026-08-21,2026-08-21 12:12:08.246000-03:00,2.568
2026-08-21,2026-08-21 12:12:10.922000-03:00,2.676
2026-08-21,2026-08-21 12:12:13.387000-03:00,2.465
2026-08-21,2026-08-21 12:12:18.695000-03:00,5.308
2026-08-21,2026-08-21 12:12:22.719000-03:00,4.024
2026-08-21,2026-08-21 12:12:25.543000-03:00,2.824
2026-08-21,2026-08-21 12:12:28.321000-03:00,2.778
2026-08-21,2026-08-21 12:12:31.002000-03:00,2.681
2026-08-21,2026-08-21 12:12:36.681000-03:00,5.679
2026-08-21,2026-08-21 12:12:40.893000-03:00,4.212
2026-08-21,2026-08-21 12:12:45.104000-03:00,4.211
2026-08-21,2026-08-21 12:12:48.700000-03:00,3.596
2026-08-21,2026-08-21 12:12:51.465000-03:00,2.765
2026-08-21,2026-08-21 12:12:53.694000-03:00,2.229
2026-08-21,2026-08-21 12:12:56.443000-03:00,2.749
2026-08-21,2026-08-21 12:12:58.877000-03:00,2.434
2026-08-21,2026-08-21 12:13:01.180000-03:00,2.303
2026-08-21,2026-08-21 12:13:03.679000-03:00,2.499
2026-08-21,2026-08-21 12:13:22.853000-03:00,19.174
2026-08-21,2026-08-21 12:13:26.827000-03:00,3.974
2026-08-21,2026-08-21 12:13:31.989000-03:00,5.162
2026-08-21,2026-08-21 12:13:34.702000-03:00,2.713
2026-08-21,2026-08-21 12:13:37.613000-03:00,2.911
2026-08-21,2026-08-21 12:13:40.937000-03:00,3.324
2026-08-21,2026-08-21 12:13:42.252000-03:00,1.315
2026-08-21,2026-08-21 12:13:47.942000-03:00,5.69
2026-08-21,2026-08-21 12:13:51.182000-03:00,3.24
2026-08-21,2026-08-21 12:13:54.303000-03:00,3.121
2026-08-21,2026-08-21 12:13:58.297000-03:00,3.994
2026-08-21,2026-08-21 12:14:01.066000-03:00,2.769
2026-08-21,2026-08-21 12:14:03.984000-03:00,2.918
2026-08-21,2026-08-21 12:14:07.944000-03:00,3.96
2026-08-21,2026-08-21 12:14:11.888000-03:00,3.944
2026-08-21,2026-08-21 12:14:14.303000-03:00,2.415
2026-08-21,2026-08-21 12:14:17.922000-03:00,3.619
2026-08-21,2026-08-21 12:14:20.985000-03:00,3.063
2026-08-21,2026-08-21 12:14:23.396000-03:00,2.411
2026-08-21,2026-08-21 12:14:26.601000-03:00,3.205
2026-08-21,2026-08-21 12:14:31.159000-03:00,4.558
2026-08-21,2026-08-21 12:14:36.238000-03:00,5.079
2026-08-21,2026-08-21 12:14:43.574000-03:00,7.336
2026-08-21,2026-08-21 12:14:45.557000-03:00,1.983
2026-08-21,2026-08-21 12:14:50.233000-03:00,4.676
2026-08-21,2026-08-21 12:14:53.173000-03:00,2.94
2026-08-21,2026-08-21 12:14:57.026000-03:00,3.853
2026-08-21,2026-08-21 12:14:59.451000-03:00,2.425
2026-08-21,2026-08-21 12:15:03.377000-03:00,3.926
2026-08-21,2026-08-21 12:15:07.932000-03:00,4.555
2026-08-21,2026-08-21 12:15:13.178000-03:00,5.246
2026-08-21,2026-08-21 12:15:15.555000-03:00,2.377
2026-08-21,2026-08-21 12:15:18.186000-03:00,2.631
2026-08-21,2026-08-21 12:15:22.730000-03:00,4.544
2026-08-21,2026-08-21 12:15:25.280000-03:00,2.55
2026-08-21,2026-08-21 12:15:29.172000-03:00,3.892
2026-08-21,2026-08-21 12:15:31.846000-03:00,2.674
2026-08-21,2026-08-21 12:15:34.210000-03:00,2.364
2026-08-21,2026-08-21 12:15:39.382000-03:00,5.172
2026-08-21,2026-08-21 12:15:42.500000-03:00,3.118
2026-08-21,2026-08-21 12:15:45.883000-03:00,3.383
2026-08-21,2026-08-21 12:15:48.829000-03:00,2.946
2026-08-21,2026-08-21 12:15:51.730000-03:00,2.901
2026-08-21,2026-08-21 12:15:55.261000-03:00,3.531
2026-08-21,2026-08-21 12:15:57.810000-03:00,2.549
2026-08-21,2026-08-21 12:16:02.657000-03:00,4.847
2026-08-21,2026-08-21 12:16:04.611000-03:00,1.954
2026-08-21,2026-08-21 12:16:06.635000-03:00,2.024
2026-08-21,2026-08-21 12:16:09.007000-03:00,2.372
2026-08-21,2026-08-21 12:16:11.207000-03:00,2.2
2026-08-21,2026-08-21 12:16:14.898000-03:00,3.691
2026-08-21,2026-08-21 12:16:18.173000-03:00,3.275
2026-08-21,2026-08-21 12:16:22.005000-03:00,3.832
2026-08-21,2026-08-21 12:16:23.915000-03:00,1.91
2026-08-21,2026-08-21 12:16:26.008000-03:00,2.093
2026-08-21,2026-08-21 12:16:31.722000-03:00,5.714
2026-08-21,2026-08-21 12:16:34.602000-03:00,2.88
2026-08-21,2026-08-21 12:16:38.577000-03:00,3.975
2026-08-21,2026-08-21 12:16:42.759000-03:00,4.182
2026-08-21,2026-08-21 12:16:45.644000-03:00,2.885
2026-08-21,2026-08-21 12:16:47.908000-03:00,2.264
2026-08-21,2026-08-21 12:16:51.177000-03:00,3.269
2026-08-21,2026-08-21 12:16:55.040000-03:00,3.863
2026-08-21,2026-08-21 12:16:57.806000-03:00,2.766
2026-08-21,2026-08-21 12:17:00.205000-03:00,2.399
2026-08-21,2026-08-21 12:17:05.704000-03:00,5.499
2026-08-21,2026-08-21 12:17:08.446000-03:00,2.742
2026-08-21,2026-08-21 12:17:10.799000-03:00,2.353
2026-08-21,2026-08-21 12:17:14.015000-03:00,3.216
2026-08-21,2026-08-21 12:17:18.272000-03:00,4.257
2026-08-21,2026-08-21 12:17:22.582000-03:00,4.31
2026-08-21,2026-08-21 12:17:26.001000-03:00,3.419
2026-08-21,2026-08-21 12:17:28.304000-03:00,2.303
2026-08-21,2026-08-21 12:17:30.728000-03:00,2.424
2026-08-21,2026-08-21 12:17:33.480000-03:00,2.752
2026-08-21,2026-08-21 12:17:39.419000-03:00,5.939
2026-08-21,2026-08-21 12:17:42.679000-03:00,3.26
2026-08-21,2026-08-21 12:17:46.263000-03:00,3.584
2026-08-21,2026-08-21 12:17:49.073000-03:00,2.81
2026-08-21,2026-08-21 12:17:52.933000-03:00,3.86
2026-08-21,2026-08-21 12:17:55.888000-03:00,2.955
2026-08-21,2026-08-21 12:17:59.874000-03:00,3.986
2026-08-21,2026-08-21 12:18:03.054000-03:00,3.18
2026-08-21,2026-08-21 12:18:05.705000-03:00,2.651
2026-08-21,2026-08-21 12:18:10.267000-03:00,4.562
2026-08-21,2026-08-21 12:18:15.927000-03:00,5.66
2026-08-21,2026-08-21 12:18:19.083000-03:00,3.156
2026-08-21,2026-08-21 12:18:22.937000-03:00,3.854
2026-08-21,2026-08-21 12:18:25.346000-03:00,2.409
2026-08-21,2026-08-21 12:18:32.856000-03:00,7.51
2026-08-21,2026-08-21 12:18:35.136000-03:00,2.28
2026-08-21,2026-08-21 12:18:49.287000-03:00,14.151
2026-08-21,2026-08-21 12:18:53.330000-03:00,4.043
2026-08-21,2026-08-21 12:18:56.163000-03:00,2.833
2026-08-21,2026-08-21 12:19:00.915000-03:00,4.752
2026-08-21,2026-08-21 12:19:07.673000-03:00,6.758
2026-08-21,2026-08-21 12:19:10.284000-03:00,2.611
2026-08-21,2026-08-21 12:19:15.630000-03:00,5.346
2026-08-21,2026-08-21 12:19:18.178000-03:00,2.548
2026-08-21,2026-08-21 12:19:23.448000-03:00,5.27
2026-08-21,2026-08-21 12:19:26.822000-03:00,3.374
2026-08-21,2026-08-21 12:19:30.136000-03:00,3.314
2026-08-21,2026-08-21 12:19:33.847000-03:00,3.711
2026-08-21,2026-08-21 12:19:36.797000-03:00,2.95
2026-08-21,2026-08-21 12:19:40.717000-03:00,3.92
2026-08-21,2026-08-21 12:19:44.159000-03:00,3.442
2026-08-21,2026-08-21 12:19:47.828000-03:00,3.669
2026-08-21,2026-08-21 12:19:50.474000-03:00,2.646
2026-08-21,2026-08-21 12:19:55.539000-03:00,5.065
2026-08-24,2026-08-24 12:10:01.173000-03:00,1.886
2026-08-24,2026-08-24 12:10:03.117000-03:00,1.944
2026-08-24,2026-08-24 12:10:05.843000-03:00,2.726
2026-08-24,2026-08-24 12:10:07.936000-03:00,2.093
2026-08-24,2026-08-24 12:10:10.499000-03:00,2.563
2026-08-24,2026-08-24 12:10:13.054000-03:00,2.555
2026-08-24,2026-08-24 12:10:16.527000-03:00,3.473
2026-08-24,2026-08-24 12:10:19.029000-03:00,2.502
2026-08-24,2026-08-24 12:10:21.851000-03:00,2.822
2026-08-24,2026-08-24 12:10:25.234000-03:00,3.383
2026-08-24,2026-08-24 12:10:27.541000-03:00,2.307
2026-08-24,2026-08-24 12:10:29.990000-03:00,2.449
2026-08-24,2026-08-24 12:10:33.007000-03:00,3.017
2026-08-24,2026-08-24 12:10:35.677000-03:00,2.67
2026-08-24,2026-08-24 12:10:37.867000-03:00,2.19
2026-08-24,2026-08-24 12:10:39.883000-03:00,2.016
2026-08-24,2026-08-24 12:10:42.507000-03:00,2.624
2026-08-24,2026-08-24 12:10:44.860000-03:00,2.353
2026-08-24,2026-08-24 12:10:47.469000-03:00,2.609
2026-08-24,2026-08-24 12:10:50.798000-03:00,3.329
2026-08-24,2026-08-24 12:10:51.448000-03:00,0.65
2026-08-24,2026-08-24 12:10:55.988000-03:00,4.54
2026-08-24,2026-08-24 12:10:58.228000-03:00,2.24
2026-08-24,2026-08-24 12:11:00.384000-03:00,2.156
2026-08-24,2026-08-24 12:11:03.250000-03:00,2.866
2026-08-24,2026-08-24 12:11:05.658000-03:00,2.408
2026-08-24,2026-08-24 12:11:07.924000-03:00,2.266
2026-08-24,2026-08-24 12:11:09.943000-03:00,2.019
2026-08-24,2026-08-24 12:11:12.402000-03:00,2.459
2026-08-24,2026-08-24 12:11:14.600000-03:00,2.198
2026-08-24,2026-08-24 12:11:16.789000-03:00,2.189
2026-08-24,2026-08-24 12:11:19.359000-03:00,2.57
2026-08-24,2026-08-24 12:11:21.435000-03:00,2.076
2026-08-24,2026-08-24 12:11:23.460000-03:00,2.025
2026-08-24,2026-08-24 12:11:25.550000-03:00,2.09
2026-08-24,2026-08-24 12:11:27.591000-03:00,2.041
2026-08-24,2026-08-24 12:11:29.914000-03:00,2.323
2026-08-24,2026-08-24 12:11:32.415000-03:00,2.501
2026-08-24,2026-08-24 12:11:35.279000-03:00,2.864
2026-08-24,2026-08-24 12:11:37.137000-03:00,1.858
2026-08-24,2026-08-24 12:11:40.268000-03:00,3.131
2026-08-24,2026-08-24 12:11:43.744000-03:00,3.476
2026-08-24,2026-08-24 12:11:46.222000-03:00,2.478
2026-08-24,2026-08-24 12:11:49.409000-03:00,3.187
2026-08-24,2026-08-24 12:11:51.816000-03:00,2.407
2026-08-24,2026-08-24 12:11:54.533000-03:00,2.717
2026-08-24,2026-08-24 12:11:57.664000-03:00,3.131
2026-08-24,2026-08-24 12:11:59.939000-03:00,2.275
2026-08-24,2026-08-24 12:12:02.865000-03:00,2.926
2026-08-24,2026-08-24 12:12:05.841000-03:00,2.976
2026-08-24,2026-08-24 12:12:08.313000-03:00,2.472
2026-08-24,2026-08-24 12:12:10.646000-03:00,2.333
2026-08-24,2026-08-24 12:12:12.984000-03:00,2.338
2026-08-24,2026-08-24 12:12:18.593000-03:00,5.609
2026-08-24,2026-08-24 12:12:22.638000-03:00,4.045
2026-08-24,2026-08-24 12:12:34.684000-03:00,12.046
2026-08-24,2026-08-24 12:12:37.170000-03:00,2.486
2026-08-24,2026-08-24 12:12:40.558000-03:00,3.388
2026-08-24,2026-08-24 12:12:43.775000-03:00,3.217
2026-08-24,2026-08-24 12:12:45.545000-03:00,1.77
2026-08-24,2026-08-24 12:12:47.961000-03:00,2.416
2026-08-24,2026-08-24 12:12:50.352000-03:00,2.391
2026-08-24,2026-08-24 12:12:52.901000-03:00,2.549
2026-08-24,2026-08-24 12:12:55.995000-03:00,3.094
2026-08-24,2026-08-24 12:12:58.612000-03:00,2.617
2026-08-24,2026-08-24 12:13:01.093000-03:00,2.481
2026-08-24,2026-08-24 12:13:07.578000-03:00,6.485
2026-08-24,2026-08-24 12:13:12.068000-03:00,4.49
2026-08-24,2026-08-24 12:13:14.332000-03:00,2.264
2026-08-24,2026-08-24 12:13:16.817000-03:00,2.485
2026-08-24,2026-08-24 12:13:18.937000-03:00,2.12
2026-08-24,2026-08-24 12:13:27.365000-03:00,8.428
2026-08-24,2026-08-24 12:13:30.188000-03:00,2.823
2026-08-24,2026-08-24 12:13:32.631000-03:00,2.443
2026-08-24,2026-08-24 12:13:35.856000-03:00,3.225
2026-08-24,2026-08-24 12:13:38.536000-03:00,2.68
2026-08-24,2026-08-24 12:13:40.754000-03:00,2.218
2026-08-24,2026-08-24 12:13:43.285000-03:00,2.531
2026-08-24,2026-08-24 12:13:45.594000-03:00,2.309
2026-08-24,2026-08-24 12:13:49.981000-03:00,4.387
2026-08-24,2026-08-24 12:13:53.328000-03:00,3.347
2026-08-24,2026-08-24 12:13:55.712000-03:00,2.384
2026-08-24,2026-08-24 12:13:58.361000-03:00,2.649
2026-08-24,2026-08-24 12:14:01.442000-03:00,3.081
2026-08-24,2026-08-24 12:14:04.046000-03:00,2.604
2026-08-24,2026-08-24 12:14:06.937000-03:00,2.891
2026-08-24,2026-08-24 12:14:09.705000-03:00,2.768
2026-08-24,2026-08-24 12:14:12.318000-03:00,2.613
2026-08-24,2026-08-24 12:14:14.903000-03:00,2.585
2026-08-24,2026-08-24 12:14:19.838000-03:00,4.935
2026-08-24,2026-08-24 12:14:22.855000-03:00,3.017
2026-08-24,2026-08-24 12:14:24.626000-03:00,1.771
2026-08-24,2026-08-24 12:14:28.466000-03:00,3.84
2026-08-24,2026-08-24 12:14:55.683000-03:00,27.217
2026-08-24,2026-08-24 12:15:00.770000-03:00,5.087
2026-08-24,2026-08-24 12:15:03.423000-03:00,2.653
2026-08-24,2026-08-24 12:15:06.836000-03:00,3.413
2026-08-24,2026-08-24 12:15:09.812000-03:00,2.976
2026-08-24,2026-08-24 12:15:12.215000-03:00,2.403
2026-08-24,2026-08-24 12:15:15.107000-03:00,2.892
2026-08-24,2026-08-24 12:15:18.680000-03:00,3.573
2026-08-24,2026-08-24 12:15:26.261000-03:00,7.581
2026-08-24,2026-08-24 12:15:30.509000-03:00,4.248
2026-08-24,2026-08-24 12:15:33.102000-03:00,2.593
2026-08-24,2026-08-24 12:15:35.430000-03:00,2.328
2026-08-24,2026-08-24 12:15:37.673000-03:00,2.243
2026-08-24,2026-08-24 12:15:40.090000-03:00,2.417
2026-08-24,2026-08-24 12:15:49.466000-03:00,9.376
2026-08-24,2026-08-24 12:15:52.782000-03:00,3.316
2026-08-24,2026-08-24 12:15:55.612000-03:00,2.83
2026-08-24,2026-08-24 12:15:58.983000-03:00,3.371
2026-08-24,2026-08-24 12:16:01.643000-03:00,2.66
2026-08-24,2026-08-24 12:16:04.156000-03:00,2.513
2026-08-24,2026-08-24 12:16:05.314000-03:00,1.158
2026-08-24,2026-08-24 12:16:09.388000-03:00,4.074
2026-08-24,2026-08-24 12:16:11.461000-03:00,2.073
2026-08-24,2026-08-24 12:16:13.634000-03:00,2.173
2026-08-24,2026-08-24 12:16:16.739000-03:00,3.105
2026-08-24,2026-08-24 12:16:19.267000-03:00,2.528
2026-08-24,2026-08-24 12:16:21.152000-03:00,1.885
2026-08-24,2026-08-24 12:16:23.527000-03:00,2.375
2026-08-24,2026-08-24 12:16:27.959000-03:00,4.432
2026-08-24,2026-08-24 12:16:31.314000-03:00,3.355
2026-08-24,2026-08-24 12:16:32.916000-03:00,1.602
2026-08-24,2026-08-24 12:16:36.848000-03:00,3.932
2026-08-24,2026-08-24 12:16:37.646000-03:00,0.798
2026-08-24,2026-08-24 12:16:40.777000-03:00,3.131
2026-08-24,2026-08-24 12:16:47.860000-03:00,7.083
2026-08-24,2026-08-24 12:17:01.302000-03:00,13.442
2026-08-24,2026-08-24 12:17:04.342000-03:00,3.04
2026-08-24,2026-08-24 12:17:10.240000-03:00,5.898
2026-08-24,2026-08-24 12:17:57.712000-03:00,4.83
2026-08-24,2026-08-24 12:18:04.557000-03:00,6.845
2026-08-24,2026-08-24 12:18:07.861000-03:00,3.304
2026-08-24,2026-08-24 12:18:11.406000-03:00,3.545
2026-08-24,2026-08-24 12:18:13.601000-03:00,2.195
2026-08-24,2026-08-24 12:18:15.561000-03:00,1.96
2026-08-24,2026-08-24 12:18:17.527000-03:00,1.966
2026-08-24,2026-08-24 12:18:20.028000-03:00,2.501
2026-08-24,2026-08-24 12:18:22.534000-03:00,2.506
2026-08-24,2026-08-24 12:18:25.243000-03:00,2.709
2026-08-24,2026-08-24 12:18:28.771000-03:00,3.528
2026-08-24,2026-08-24 12:18:31.536000-03:00,2.765
2026-08-24,2026-08-24 12:18:32.702000-03:00,1.166
2026-08-24,2026-08-24 12:18:35.843000-03:00,3.141
2026-08-24,2026-08-24 12:18:38.442000-03:00,2.599
2026-08-24,2026-08-24 12:18:40.552000-03:00,2.11
2026-08-24,2026-08-24 12:18:42.906000-03:00,2.354
2026-08-24,2026-08-24 12:18:46.211000-03:00,3.305
2026-08-24,2026-08-24 12:18:48.976000-03:00,2.765
2026-08-24,2026-08-24 12:18:52.682000-03:00,3.706
2026-08-24,2026-08-24 12:18:55.902000-03:00,3.22
2026-08-24,2026-08-24 12:18:57.708000-03:00,1.806
2026-08-24,2026-08-24 12:19:00.281000-03:00,2.573
2026-08-24,2026-08-24 12:19:03.305000-03:00,3.024
2026-08-24,2026-08-24 12:19:05.740000-03:00,2.435
2026-08-24,2026-08-24 12:19:11.034000-03:00,5.294
2026-08-24,2026-08-24 12:19:15.019000-03:00,3.985
2026-08-24,2026-08-24 12:19:18.509000-03:00,3.49
2026-08-24,2026-08-24 12:19:22.088000-03:00,3.579
2026-08-24,2026-08-24 12:19:24.842000-03:00,2.754
2026-08-24,2026-08-24 12:19:29.602000-03:00,4.76
2026-08-24,2026-08-24 12:19:47.413000-03:00,17.811
2026-08-24,2026-08-24 12:19:51.530000-03:00,4.117
2026-08-24,2026-08-24 12:19:54.133000-03:00,2.603
2026-08-24,2026-08-24 12:19:56.982000-03:00,2.849
2026-08-24,2026-08-24 12:19:59.295000-03:00,2.313
2026-08-25,2026-08-25 12:10:00.972000-03:00,2.987
2026-08-25,2026-08-25 12:10:05.701000-03:00,4.729
2026-08-25,2026-08-25 12:10:08.741000-03:00,3.04
2026-08-25,2026-08-25 12:10:11.349000-03:00,2.608
2026-08-25,2026-08-25 12:10:13.115000-03:00,1.766
2026-08-25,2026-08-25 12:10:18.382000-03:00,5.267
2026-08-25,2026-08-25 12:10:21.485000-03:00,3.103
2026-08-25,2026-08-25 12:10:38.207000-03:00,16.722
2026-08-25,2026-08-25 12:10:41.652000-03:00,3.445
2026-08-25,2026-08-25 12:10:44.996000-03:00,3.344
2026-08-25,2026-08-25 12:10:56.818000-03:00,11.822
2026-08-25,2026-08-25 12:11:00.213000-03:00,3.395
2026-08-25,2026-08-25 12:11:02.542000-03:00,2.329
2026-08-25,2026-08-25 12:11:04.550000-03:00,2.008
2026-08-25,2026-08-25 12:11:08.446000-03:00,3.896
2026-08-25,2026-08-25 12:11:11.171000-03:00,2.725
2026-08-25,2026-08-25 12:11:13.311000-03:00,2.14
2026-08-25,2026-08-25 12:11:15.417000-03:00,2.106
2026-08-25,2026-08-25 12:11:28.055000-03:00,12.638
2026-08-25,2026-08-25 12:11:47.552000-03:00,19.497
2026-08-25,2026-08-25 12:11:57.869000-03:00,10.317
2026-08-25,2026-08-25 12:12:00.890000-03:00,3.021
2026-08-25,2026-08-25 12:12:03.233000-03:00,2.343
2026-08-25,2026-08-25 12:12:06.484000-03:00,3.251
2026-08-25,2026-08-25 12:12:08.194000-03:00,1.71
2026-08-25,2026-08-25 12:12:11.813000-03:00,3.619
2026-08-25,2026-08-25 12:12:14.285000-03:00,2.472
2026-08-25,2026-08-25 12:12:17.284000-03:00,2.999
2026-08-25,2026-08-25 12:12:19.512000-03:00,2.228
2026-08-25,2026-08-25 12:12:21.869000-03:00,2.357
2026-08-25,2026-08-25 12:12:23.616000-03:00,1.747
2026-08-25,2026-08-25 12:12:26.191000-03:00,2.575
2026-08-25,2026-08-25 12:12:30.295000-03:00,4.104
2026-08-25,2026-08-25 12:12:32.403000-03:00,2.108
2026-08-25,2026-08-25 12:12:39.474000-03:00,7.071
2026-08-25,2026-08-25 12:12:42.471000-03:00,2.997
2026-08-25,2026-08-25 12:12:45.268000-03:00,2.797
2026-08-25,2026-08-25 12:12:46.744000-03:00,1.476
2026-08-25,2026-08-25 12:12:49.887000-03:00,3.143
2026-08-25,2026-08-25 12:12:52.601000-03:00,2.714
2026-08-25,2026-08-25 12:12:54.683000-03:00,2.082
2026-08-25,2026-08-25 12:12:57.238000-03:00,2.555
2026-08-25,2026-08-25 12:13:01.560000-03:00,4.322
2026-08-25,2026-08-25 12:13:03.557000-03:00,1.997
2026-08-25,2026-08-25 12:13:05.962000-03:00,2.405
2026-08-25,2026-08-25 12:13:14.591000-03:00,8.629
2026-08-25,2026-08-25 12:13:17.425000-03:00,2.834
2026-08-25,2026-08-25 12:13:22.450000-03:00,5.025
2026-08-25,2026-08-25 12:13:25.225000-03:00,2.775
2026-08-25,2026-08-25 12:13:27.093000-03:00,1.868
2026-08-25,2026-08-25 12:13:35.886000-03:00,8.793
2026-08-25,2026-08-25 12:13:39.767000-03:00,3.881
2026-08-25,2026-08-25 12:13:41.614000-03:00,1.847
2026-08-25,2026-08-25 12:13:43.963000-03:00,2.349
2026-08-25,2026-08-25 12:13:46.477000-03:00,2.514
2026-08-25,2026-08-25 12:13:48.850000-03:00,2.373
2026-08-25,2026-08-25 12:13:51.721000-03:00,2.871
2026-08-25,2026-08-25 12:13:54.663000-03:00,2.942
2026-08-25,2026-08-25 12:13:56.769000-03:00,2.106
2026-08-25,2026-08-25 12:13:58.574000-03:00,1.805
2026-08-25,2026-08-25 12:14:00.859000-03:00,2.285
2026-08-25,2026-08-25 12:14:02.906000-03:00,2.047
2026-08-25,2026-08-25 12:14:05.247000-03:00,2.341
2026-08-25,2026-08-25 12:14:07.607000-03:00,2.36
2026-08-25,2026-08-25 12:14:09.650000-03:00,2.043
2026-08-25,2026-08-25 12:14:12.537000-03:00,2.887
2026-08-25,2026-08-25 12:14:15.863000-03:00,3.326
2026-08-25,2026-08-25 12:14:18.301000-03:00,2.438
2026-08-25,2026-08-25 12:14:20.782000-03:00,2.481
2026-08-25,2026-08-25 12:14:23.622000-03:00,2.84
2026-08-25,2026-08-25 12:14:26.714000-03:00,3.092
2026-08-25,2026-08-25 12:14:29.432000-03:00,2.718
2026-08-25,2026-08-25 12:14:32.075000-03:00,2.643
2026-08-25,2026-08-25 12:14:34.297000-03:00,2.222
2026-08-25,2026-08-25 12:14:41.101000-03:00,6.804
2026-08-25,2026-08-25 12:14:43.546000-03:00,2.445
2026-08-25,2026-08-25 12:14:45.531000-03:00,1.985
2026-08-25,2026-08-25 12:14:48.686000-03:00,3.155
2026-08-25,2026-08-25 12:14:50.704000-03:00,2.018
2026-08-25,2026-08-25 12:14:55.055000-03:00,4.351
2026-08-25,2026-08-25 12:14:57.871000-03:00,2.816
2026-08-25,2026-08-25 12:15:01.308000-03:00,3.437
2026-08-25,2026-08-25 12:15:03.486000-03:00,2.178
2026-08-25,2026-08-25 12:15:07.215000-03:00,3.729
2026-08-25,2026-08-25 12:15:09.018000-03:00,1.803
2026-08-25,2026-08-25 12:15:11.484000-03:00,2.466
2026-08-25,2026-08-25 12:15:13.662000-03:00,2.178
2026-08-25,2026-08-25 12:15:16.335000-03:00,2.673
2026-08-25,2026-08-25 12:15:19.690000-03:00,3.355
2026-08-25,2026-08-25 12:15:21.583000-03:00,1.893
2026-08-25,2026-08-25 12:15:23.518000-03:00,1.935
2026-08-25,2026-08-25 12:15:26.446000-03:00,2.928
2026-08-25,2026-08-25 12:15:28.862000-03:00,2.416
2026-08-25,2026-08-25 12:15:32.994000-03:00,4.132
2026-08-25,2026-08-25 12:15:35.649000-03:00,2.655
2026-08-25,2026-08-25 12:15:38.242000-03:00,2.593
2026-08-25,2026-08-25 12:15:41.389000-03:00,3.147
2026-08-25,2026-08-25 12:15:44.260000-03:00,2.871
2026-08-25,2026-08-25 12:16:04.071000-03:00,19.811
2026-08-25,2026-08-25 12:16:06.662000-03:00,2.591
2026-08-25,2026-08-25 12:16:09.747000-03:00,3.085
2026-08-25,2026-08-25 12:16:12.421000-03:00,2.674
2026-08-25,2026-08-25 12:16:14.832000-03:00,2.411
2026-08-25,2026-08-25 12:16:17.097000-03:00,2.265
2026-08-25,2026-08-25 12:16:19.986000-03:00,2.889
2026-08-25,2026-08-25 12:16:21.928000-03:00,1.942
2026-08-25,2026-08-25 12:16:23.855000-03:00,1.927
2026-08-25,2026-08-25 12:16:26.277000-03:00,2.422
2026-08-25,2026-08-25 12:16:28.751000-03:00,2.474
2026-08-25,2026-08-25 12:16:30.596000-03:00,1.845
2026-08-25,2026-08-25 12:16:32.679000-03:00,2.083
2026-08-25,2026-08-25 12:16:34.417000-03:00,1.738
2026-08-25,2026-08-25 12:16:36.996000-03:00,2.579
2026-08-25,2026-08-25 12:16:39.446000-03:00,2.45
2026-08-25,2026-08-25 12:16:47.543000-03:00,8.097
2026-08-25,2026-08-25 12:16:55.677000-03:00,8.134
2026-08-25,2026-08-25 12:16:59.780000-03:00,4.103
2026-08-25,2026-08-25 12:17:02.874000-03:00,3.094
2026-08-25,2026-08-25 12:17:05.755000-03:00,2.881
2026-08-25,2026-08-25 12:17:08.551000-03:00,2.796
2026-08-25,2026-08-25 12:17:17.108000-03:00,8.557
2026-08-25,2026-08-25 12:17:21.444000-03:00,4.336
2026-08-25,2026-08-25 12:17:24.482000-03:00,3.038
2026-08-25,2026-08-25 12:17:26.554000-03:00,2.072
2026-08-25,2026-08-25 12:17:28.733000-03:00,2.179
2026-08-25,2026-08-25 12:17:30.806000-03:00,2.073
2026-08-25,2026-08-25 12:17:34.181000-03:00,3.375
2026-08-25,2026-08-25 12:17:37.577000-03:00,3.396
2026-08-25,2026-08-25 12:17:39.881000-03:00,2.304
2026-08-25,2026-08-25 12:17:42.361000-03:00,2.48
2026-08-25,2026-08-25 12:17:46.691000-03:00,4.33
2026-08-25,2026-08-25 12:17:50.353000-03:00,3.662
2026-08-25,2026-08-25 12:17:54.830000-03:00,4.477
2026-08-25,2026-08-25 12:17:56.712000-03:00,1.882
2026-08-25,2026-08-25 12:17:59.270000-03:00,2.558
2026-08-25,2026-08-25 12:18:15.163000-03:00,15.893
2026-08-25,2026-08-25 12:18:17.464000-03:00,2.301
2026-08-25,2026-08-25 12:18:21.275000-03:00,3.811
2026-08-25,2026-08-25 12:18:24.848000-03:00,3.573
