event_date,checked_at,intervalo_s
2026-08-25,2026-08-25 12:18:28.125000-03:00,3.277
2026-08-25,2026-08-25 12:18:30.943000-03:00,2.818
2026-08-25,2026-08-25 12:18:33.406000-03:00,2.463
2026-08-25,2026-08-25 12:18:37.574000-03:00,4.168
2026-08-25,2026-08-25 12:18:41.212000-03:00,3.638
2026-08-25,2026-08-25 12:18:46.927000-03:00,5.715
2026-08-25,2026-08-25 12:18:49.607000-03:00,2.68
2026-08-25,2026-08-25 12:19:01.303000-03:00,11.696
2026-08-25,2026-08-25 12:19:04.947000-03:00,3.644
2026-08-25,2026-08-25 12:19:07.186000-03:00,2.239
2026-08-25,2026-08-25 12:19:18.868000-03:00,11.682
2026-08-25,2026-08-25 12:19:29.967000-03:00,11.099
2026-08-25,2026-08-25 12:19:38.838000-03:00,8.871
2026-08-25,2026-08-25 12:19:44.240000-03:00,5.402
2026-08-25,2026-08-25 12:19:46.935000-03:00,2.695
2026-08-25,2026-08-25 12:19:48.862000-03:00,1.927
2026-08-25,2026-08-25 12:19:51.049000-03:00,2.187
2026-08-25,2026-08-25 12:19:54.004000-03:00,2.955
2026-08-25,2026-08-25 12:20:04.404000-03:00,10.4
2026-08-25,2026-08-25 12:20:06.932000-03:00,2.528
2026-08-25,2026-08-25 12:20:09.959000-03:00,3.027
2026-08-25,2026-08-25 12:20:12.728000-03:00,2.769
2026-08-25,2026-08-25 12:20:15.606000-03:00,2.878
2026-08-25,2026-08-25 12:20:20.860000-03:00,5.254
2026-08-25,2026-08-25 12:20:35.500000-03:00,14.64
2026-08-25,2026-08-25 12:20:37.875000-03:00,2.375
2026-08-25,2026-08-25 12:20:40.069000-03:00,2.194
2026-08-25,2026-08-25 12:20:43.663000-03:00,3.594
2026-08-25,2026-08-25 12:20:46.395000-03:00,2.732
2026-08-25,2026-08-25 12:21:01.263000-03:00,14.868
2026-08-25,2026-08-25 12:21:03.404000-03:00,2.141
2026-08-25,2026-08-25 12:21:06.733000-03:00,3.329
2026-08-25,2026-08-25 12:21:26.475000-03:00,19.742
2026-08-25,2026-08-25 12:21:30.676000-03:00,4.201
2026-08-25,2026-08-25 12:21:46.247000-03:00,15.571
2026-08-25,2026-08-25 12:21:49.649000-03:00,3.402
2026-08-25,2026-08-25 12:21:54.710000-03:00,5.061
2026-08-25,2026-08-25 12:21:58.460000-03:00,3.75
2026-08-25,2026-08-25 12:22:01.491000-03:00,3.031
2026-08-25,2026-08-25 12:22:04.272000-03:00,2.781
2026-08-25,2026-08-25 12:22:06.794000-03:00,2.522
2026-08-25,2026-08-25 12:22:09.871000-03:00,3.077
2026-08-25,2026-08-25 12:22:13.140000-03:00,3.269
2026-08-25,2026-08-25 12:22:14.599000-03:00,1.459
2026-08-25,2026-08-25 12:22:17.415000-03:00,2.816
2026-08-25,2026-08-25 12:22:19.973000-03:00,2.558
2026-08-25,2026-08-25 12:22:22.690000-03:00,2.717
2026-08-25,2026-08-25 12:22:25.191000-03:00,2.501
2026-08-25,2026-08-25 12:22:27.380000-03:00,2.189
2026-08-25,2026-08-25 12:22:37.381000-03:00,10.001
2026-08-25,2026-08-25 12:22:40.050000-03:00,2.669
2026-08-25,2026-08-25 12:22:44.782000-03:00,4.732
2026-08-25,2026-08-25 12:22:47.922000-03:00,3.14
2026-08-25,2026-08-25 12:22:54.910000-03:00,6.988
2026-08-25,2026-08-25 12:22:57.902000-03:00,2.992
2026-08-25,2026-08-25 12:23:01.331000-03:00,3.429
2026-08-25,2026-08-25 12:23:08.005000-03:00,6.674
2026-08-25,2026-08-25 12:23:10.538000-03:00,2.533
2026-08-25,2026-08-25 12:23:12.775000-03:00,2.237
2026-08-25,2026-08-25 12:23:16.971000-03:00,4.196
2026-08-25,2026-08-25 12:23:19.322000-03:00,2.351
2026-08-25,2026-08-25 12:23:22.318000-03:00,2.996
2026-08-25,2026-08-25 12:23:24.603000-03:00,2.285
2026-08-25,2026-08-25 12:23:27.034000-03:00,2.431
2026-08-25,2026-08-25 12:23:29.140000-03:00,2.106
2026-08-25,2026-08-25 12:23:35.975000-03:00,6.835
2026-08-25,2026-08-25 12:23:43.569000-03:00,7.594
2026-08-25,2026-08-25 12:23:46.691000-03:00,3.122
2026-08-25,2026-08-25 12:23:48.556000-03:00,1.865
2026-08-25,2026-08-25 12:23:52.420000-03:00,3.864
2026-08-25,2026-08-25 12:23:54.685000-03:00,2.265
2026-08-25,2026-08-25 12:24:04.051000-03:00,9.366
2026-08-25,2026-08-25 12:24:07.265000-03:00,3.214
2026-08-25,2026-08-25 12:24:16.547000-03:00,9.282
2026-08-25,2026-08-25 12:24:28.001000-03:00,11.454
2026-08-25,2026-08-25 12:24:38.749000-03:00,10.748
2026-08-25,2026-08-25 12:24:41.827000-03:00,3.078
2026-08-25,2026-08-25 12:24:44.087000-03:00,2.26
2026-08-25,2026-08-25 12:24:47.221000-03:00,3.134
2026-08-25,2026-08-25 12:24:50.661000-03:00,3.44
2026-08-25,2026-08-25 12:24:53.382000-03:00,2.721
2026-08-25,2026-08-25 12:24:56.225000-03:00,2.843
2026-08-25,2026-08-25 12:25:00.307000-03:00,4.082
2026-08-25,2026-08-25 12:25:02.693000-03:00,2.386
2026-08-25,2026-08-25 12:25:05.042000-03:00,2.349
2026-08-25,2026-08-25 12:25:07.949000-03:00,2.907
2026-08-25,2026-08-25 12:25:10.616000-03:00,2.667
2026-08-25,2026-08-25 12:25:13.089000-03:00,2.473
2026-08-25,2026-08-25 12:25:15.653000-03:00,2.564
2026-08-25,2026-08-25 12:25:23.643000-03:00,7.99
2026-08-25,2026-08-25 12:25:26.263000-03:00,2.62
2026-08-25,2026-08-25 12:25:28.537000-03:00,2.274
2026-08-25,2026-08-25 12:25:31.095000-03:00,2.558
2026-08-25,2026-08-25 12:25:33.932000-03:00,2.837
2026-08-25,2026-08-25 12:25:36.499000-03:00,2.567
2026-08-25,2026-08-25 12:25:41.615000-03:00,5.116
2026-08-25,2026-08-25 12:25:51.960000-03:00,10.345
2026-08-25,2026-08-25 12:25:52.622000-03:00,0.662
2026-08-25,2026-08-25 12:25:56.029000-03:00,3.407
2026-08-25,2026-08-25 12:25:58.531000-03:00,2.502
2026-08-25,2026-08-25 12:26:01.902000-03:00,3.371
2026-08-25,2026-08-25 12:26:04.887000-03:00,2.985
2026-08-25,2026-08-25 12:26:08.541000-03:00,3.654
2026-08-25,2026-08-25 12:26:11.272000-03:00,2.731
2026-08-25,2026-08-25 12:26:14.190000-03:00,2.918
2026-08-25,2026-08-25 12:26:17.426000-03:00,3.236
2026-08-25,2026-08-25 12:26:19.816000-03:00,2.39
2026-08-25,2026-08-25 12:26:31.399000-03:00,11.583
2026-08-25,2026-08-25 12:26:35.371000-03:00,3.972
2026-08-25,2026-08-25 12:26:38.293000-03:00,2.922
2026-08-25,2026-08-25 12:26:45.056000-03:00,6.763
2026-08-25,2026-08-25 12:26:48.199000-03:00,3.143
2026-08-25,2026-08-25 12:26:51.036000-03:00,2.837
2026-08-25,2026-08-25 12:26:53.297000-03:00,2.261
2026-08-25,2026-08-25 12:26:55.609000-03:00,2.312
2026-08-25,2026-08-25 12:26:57.133000-03:00,1.524
2026-08-25,2026-08-25 12:26:58.743000-03:00,1.61
2026-08-25,2026-08-25 12:27:12.907000-03:00,14.164
2026-08-25,2026-08-25 12:27:21.453000-03:00,8.546
2026-08-25,2026-08-25 12:27:26.061000-03:00,4.608
2026-08-25,2026-08-25 12:27:28.455000-03:00,2.394
2026-08-25,2026-08-25 12:27:31.803000-03:00,3.348
2026-08-25,2026-08-25 12:27:34.770000-03:00,2.967
2026-08-25,2026-08-25 12:27:37.551000-03:00,2.781
2026-08-25,2026-08-25 12:27:44.224000-03:00,6.673
2026-08-25,2026-08-25 12:27:46.814000-03:00,2.59
2026-08-25,2026-08-25 12:27:48.715000-03:00,1.901
2026-08-25,2026-08-25 12:27:51.242000-03:00,2.527
2026-08-25,2026-08-25 12:27:53.375000-03:00,2.133
2026-08-25,2026-08-25 12:27:55.218000-03:00,1.843
2026-08-25,2026-08-25 12:28:10.154000-03:00,14.936
2026-08-25,2026-08-25 12:28:14.011000-03:00,3.857
2026-08-25,2026-08-25 12:28:18.246000-03:00,4.235
2026-08-25,2026-08-25 12:28:21.632000-03:00,3.386
2026-08-25,2026-08-25 12:28:24.294000-03:00,2.662
2026-08-25,2026-08-25 12:28:26.440000-03:00,2.146
2026-08-25,2026-08-25 12:28:28.490000-03:00,2.05
2026-08-25,2026-08-25 12:28:30.597000-03:00,2.107
2026-08-25,2026-08-25 12:28:32.535000-03:00,1.938
2026-08-25,2026-08-25 12:28:34.866000-03:00,2.331
2026-08-25,2026-08-25 12:28:36.861000-03:00,1.995
2026-08-25,2026-08-25 12:28:38.717000-03:00,1.856
2026-08-25,2026-08-25 12:28:41.713000-03:00,2.996
2026-08-25,2026-08-25 12:28:44.576000-03:00,2.863
2026-08-25,2026-08-25 12:28:52.500000-03:00,7.924
2026-08-25,2026-08-25 12:28:55.320000-03:00,2.82
2026-08-25,2026-08-25 12:28:57.522000-03:00,2.202
2026-08-25,2026-08-25 12:29:00.250000-03:00,2.728
2026-08-25,2026-08-25 12:29:02.680000-03:00,2.43
2026-08-25,2026-08-25 12:29:05.396000-03:00,2.716
2026-08-25,2026-08-25 12:29:08.037000-03:00,2.641
2026-08-25,2026-08-25 12:29:14.093000-03:00,6.056
2026-08-25,2026-08-25 12:29:17.874000-03:00,3.781
2026-08-25,2026-08-25 12:29:23.170000-03:00,5.296
2026-08-25,2026-08-25 12:29:25.186000-03:00,2.016
2026-08-25,2026-08-25 12:29:27.438000-03:00,2.252
2026-08-25,2026-08-25 12:29:30.063000-03:00,2.625
2026-08-25,2026-08-25 12:29:32.494000-03:00,2.431
2026-08-25,2026-08-25 12:29:39.492000-03:00,6.998
2026-08-25,2026-08-25 12:29:43.322000-03:00,3.83
2026-08-26,2026-08-26 13:20:04.378000-03:00,6.138
2026-08-26,2026-08-26 13:20:07.409000-03:00,3.031
2026-08-26,2026-08-26 13:20:10.729000-03:00,3.32
2026-08-26,2026-08-26 13:20:13.442000-03:00,2.713
2026-08-26,2026-08-26 13:20:16.071000-03:00,2.629
2026-08-26,2026-08-26 13:20:18.735000-03:00,2.664
2026-08-26,2026-08-26 13:20:21.451000-03:00,2.716
2026-08-26,2026-08-26 13:20:29.545000-03:00,8.094
2026-08-26,2026-08-26 13:20:32.810000-03:00,3.265
2026-08-26,2026-08-26 13:20:38.114000-03:00,5.304
2026-08-26,2026-08-26 13:20:41.917000-03:00,3.803
2026-08-26,2026-08-26 13:21:05.032000-03:00,23.115
2026-08-26,2026-08-26 13:21:09.244000-03:00,4.212
2026-08-26,2026-08-26 13:21:11.795000-03:00,2.551
2026-08-26,2026-08-26 13:21:14.966000-03:00,3.171
2026-08-26,2026-08-26 13:21:17.213000-03:00,2.247
2026-08-26,2026-08-26 13:21:35.362000-03:00,18.149
2026-08-26,2026-08-26 13:21:38.312000-03:00,2.95
2026-08-26,2026-08-26 13:21:40.798000-03:00,2.486
2026-08-26,2026-08-26 13:21:43.364000-03:00,2.566
2026-08-26,2026-08-26 13:21:46.603000-03:00,3.239
2026-08-26,2026-08-26 13:21:49.102000-03:00,2.499
2026-08-26,2026-08-26 13:21:52.012000-03:00,2.91
2026-08-26,2026-08-26 13:21:56.386000-03:00,4.374
2026-08-26,2026-08-26 13:21:58.361000-03:00,1.975
2026-08-26,2026-08-26 13:22:01.003000-03:00,2.642
2026-08-26,2026-08-26 13:22:03.984000-03:00,2.981
2026-08-26,2026-08-26 13:22:06.541000-03:00,2.557
2026-08-26,2026-08-26 13:22:09.289000-03:00,2.748
2026-08-26,2026-08-26 13:22:12.253000-03:00,2.964
2026-08-26,2026-08-26 13:22:14.422000-03:00,2.169
2026-08-26,2026-08-26 13:22:16.524000-03:00,2.102
2026-08-26,2026-08-26 13:22:27.503000-03:00,10.979
2026-08-26,2026-08-26 13:22:32.202000-03:00,4.699
2026-08-26,2026-08-26 13:22:35.409000-03:00,3.207
2026-08-26,2026-08-26 13:22:37.902000-03:00,2.493
2026-08-26,2026-08-26 13:22:40.613000-03:00,2.711
2026-08-26,2026-08-26 13:22:44.558000-03:00,3.945
2026-08-26,2026-08-26 13:22:48.890000-03:00,4.332
2026-08-26,2026-08-26 13:22:52.282000-03:00,3.392
2026-08-26,2026-08-26 13:22:55.539000-03:00,3.257
2026-08-26,2026-08-26 13:22:57.947000-03:00,2.408
2026-08-26,2026-08-26 13:23:00.483000-03:00,2.536
2026-08-26,2026-08-26 13:23:07.992000-03:00,7.509
2026-08-26,2026-08-26 13:23:11.315000-03:00,3.323
2026-08-26,2026-08-26 13:23:14.291000-03:00,2.976
2026-08-26,2026-08-26 13:23:17.864000-03:00,3.573
2026-08-26,2026-08-26 13:23:21.156000-03:00,3.292
2026-08-26,2026-08-26 13:23:23.712000-03:00,2.556
2026-08-26,2026-08-26 13:23:25.957000-03:00,2.245
2026-08-26,2026-08-26 13:23:28.624000-03:00,2.667
2026-08-26,2026-08-26 13:23:32.742000-03:00,4.118
2026-08-26,2026-08-26 13:23:35.786000-03:00,3.044
2026-08-26,2026-08-26 13:23:44.942000-03:00,9.156
2026-08-26,2026-08-26 13:23:46.733000-03:00,1.791
2026-08-26,2026-08-26 13:23:48.251000-03:00,1.518
2026-08-26,2026-08-26 13:23:50.411000-03:00,2.16
2026-08-26,2026-08-26 13:23:53.889000-03:00,3.478
2026-08-26,2026-08-26 13:23:57.734000-03:00,3.845
2026-08-26,2026-08-26 13:24:02.002000-03:00,4.268
2026-08-26,2026-08-26 13:24:04.018000-03:00,2.016
2026-08-26,2026-08-26 13:24:14.981000-03:00,10.963
2026-08-26,2026-08-26 13:24:18.267000-03:00,3.286
2026-08-26,2026-08-26 13:24:20.523000-03:00,2.256
2026-08-26,2026-08-26 13:24:28.118000-03:00,7.595
2026-08-26,2026-08-26 13:24:29.855000-03:00,1.737
2026-08-26,2026-08-26 13:24:35.206000-03:00,5.351
2026-08-26,2026-08-26 13:24:37.875000-03:00,2.669
2026-08-26,2026-08-26 13:24:45.362000-03:00,7.487
2026-08-26,2026-08-26 13:24:48.200000-03:00,2.838
2026-08-26,2026-08-26 13:24:50.841000-03:00,2.641
2026-08-26,2026-08-26 13:24:53.160000-03:00,2.319
2026-08-26,2026-08-26 13:24:55.984000-03:00,2.824
2026-08-26,2026-08-26 13:25:00.013000-03:00,4.029
2026-08-26,2026-08-26 13:25:02.475000-03:00,2.462
2026-08-26,2026-08-26 13:25:05.560000-03:00,3.085
2026-08-26,2026-08-26 13:25:08.358000-03:00,2.798
2026-08-26,2026-08-26 13:25:14.114000-03:00,5.756
2026-08-26,2026-08-26 13:25:19.071000-03:00,4.957
2026-08-26,2026-08-26 13:25:21.217000-03:00,2.146
2026-08-26,2026-08-26 13:25:22.886000-03:00,1.669
2026-08-26,2026-08-26 13:25:34.014000-03:00,11.128
2026-08-26,2026-08-26 13:25:46.915000-03:00,12.901
2026-08-26,2026-08-26 13:25:50.859000-03:00,3.944
2026-08-26,2026-08-26 13:25:54.860000-03:00,4.001
2026-08-26,2026-08-26 13:25:58.409000-03:00,3.549
2026-08-26,2026-08-26 13:26:02.114000-03:00,3.705
2026-08-26,2026-08-26 13:26:04.196000-03:00,2.082
2026-08-26,2026-08-26 13:26:07.801000-03:00,3.605
2026-08-26,2026-08-26 13:26:10.173000-03:00,2.372
2026-08-26,2026-08-26 13:26:12.903000-03:00,2.73
2026-08-26,2026-08-26 13:26:15.645000-03:00,2.742
2026-08-26,2026-08-26 13:26:17.997000-03:00,2.352
2026-08-26,2026-08-26 13:26:25.750000-03:00,7.753
2026-08-26,2026-08-26 13:26:28.393000-03:00,2.643
2026-08-26,2026-08-26 13:26:31.049000-03:00,2.656
2026-08-26,2026-08-26 13:26:34.502000-03:00,3.453
2026-08-26,2026-08-26 13:26:41.816000-03:00,7.314
2026-08-26,2026-08-26 13:26:49.439000-03:00,7.623
2026-08-26,2026-08-26 13:26:53.178000-03:00,3.739
2026-08-26,2026-08-26 13:27:04.111000-03:00,10.933
2026-08-26,2026-08-26 13:27:08.502000-03:00,4.391
2026-08-26,2026-08-26 13:27:11.272000-03:00,2.77
2026-08-26,2026-08-26 13:27:14.062000-03:00,2.79
2026-08-26,2026-08-26 13:27:15.748000-03:00,1.686
2026-08-26,2026-08-26 13:27:18.520000-03:00,2.772
2026-08-26,2026-08-26 13:27:22.769000-03:00,4.249
2026-08-26,2026-08-26 13:27:25.923000-03:00,3.154
2026-08-26,2026-08-26 13:27:28.599000-03:00,2.676
2026-08-26,2026-08-26 13:27:31.253000-03:00,2.654
2026-08-26,2026-08-26 13:27:33.438000-03:00,2.185
2026-08-26,2026-08-26 13:27:36.893000-03:00,3.455
2026-08-26,2026-08-26 13:27:40.371000-03:00,3.478
2026-08-26,2026-08-26 13:27:42.619000-03:00,2.248
2026-08-26,2026-08-26 13:27:45.241000-03:00,2.622
2026-08-26,2026-08-26 13:27:56.094000-03:00,10.853
2026-08-26,2026-08-26 13:27:58.457000-03:00,2.363
2026-08-26,2026-08-26 13:28:01.592000-03:00,3.135
2026-08-26,2026-08-26 13:28:11.489000-03:00,9.897
2026-08-26,2026-08-26 13:28:14.990000-03:00,3.501
2026-08-26,2026-08-26 13:28:17.839000-03:00,2.849
2026-08-26,2026-08-26 13:28:22.506000-03:00,4.667
2026-08-26,2026-08-26 13:28:28.205000-03:00,5.699
2026-08-26,2026-08-26 13:28:31.073000-03:00,2.868
2026-08-26,2026-08-26 13:28:34.044000-03:00,2.971
2026-08-26,2026-08-26 13:28:43.889000-03:00,9.845
2026-08-26,2026-08-26 13:28:46.824000-03:00,2.935
2026-08-26,2026-08-26 13:28:49.486000-03:00,2.662
2026-08-26,2026-08-26 13:28:52.939000-03:00,3.453
2026-08-26,2026-08-26 13:28:54.851000-03:00,1.912
2026-08-26,2026-08-26 13:28:59.641000-03:00,4.79
2026-08-26,2026-08-26 13:29:01.735000-03:00,2.094
2026-08-26,2026-08-26 13:29:04.972000-03:00,3.237
2026-08-26,2026-08-26 13:29:08.144000-03:00,3.172
2026-08-26,2026-08-26 13:29:14.316000-03:00,6.172
2026-08-26,2026-08-26 13:29:23.677000-03:00,9.361
2026-08-26,2026-08-26 13:29:26.834000-03:00,3.157
2026-08-26,2026-08-26 13:29:29.055000-03:00,2.221
2026-08-26,2026-08-26 13:29:33.011000-03:00,3.956
2026-08-26,2026-08-26 13:29:34.742000-03:00,1.731
2026-08-26,2026-08-26 13:29:39.505000-03:00,4.763
2026-08-26,2026-08-26 13:29:43.074000-03:00,3.569
2026-08-26,2026-08-26 13:29:46.454000-03:00,3.38
2026-08-26,2026-08-26 13:29:55.370000-03:00,8.916
2026-08-26,2026-08-26 13:29:58.174000-03:00,2.804
2026-08-31,2026-08-31 12:10:02.649000-03:00,3.274
2026-08-31,2026-08-31 12:10:07.499000-03:00,4.85
2026-08-31,2026-08-31 12:10:11.744000-03:00,4.245
2026-08-31,2026-08-31 12:10:14.237000-03:00,2.493
2026-08-31,2026-08-31 12:10:16.808000-03:00,2.571
2026-08-31,2026-08-31 12:10:19.466000-03:00,2.658
2026-08-31,2026-08-31 12:10:22.017000-03:00,2.551
2026-08-31,2026-08-31 12:10:24.203000-03:00,2.186
2026-08-31,2026-08-31 12:10:27.563000-03:00,3.36
2026-08-31,2026-08-31 12:10:30.457000-03:00,2.894
2026-08-31,2026-08-31 12:10:32.665000-03:00,2.208
2026-08-31,2026-08-31 12:10:35.184000-03:00,2.519
2026-08-31,2026-08-31 12:10:37.093000-03:00,1.909
2026-08-31,2026-08-31 12:10:39.518000-03:00,2.425
2026-08-31,2026-08-31 12:10:42.555000-03:00,3.037
2026-08-31,2026-08-31 12:10:45.451000-03:00,2.896
2026-08-31,2026-08-31 12:10:47.079000-03:00,1.628
2026-08-31,2026-08-31 12:10:48.686000-03:00,1.607
2026-08-31,2026-08-31 12:10:51.590000-03:00,2.904
2026-08-31,2026-08-31 12:10:54.437000-03:00,2.847
2026-08-31,2026-08-31 12:10:56.677000-03:00,2.24
2026-08-31,2026-08-31 12:11:01.364000-03:00,4.687
2026-08-31,2026-08-31 12:11:04.253000-03:00,2.889
2026-08-31,2026-08-31 12:11:06.792000-03:00,2.539
2026-08-31,2026-08-31 12:11:14.224000-03:00,7.432
2026-08-31,2026-08-31 12:11:17.112000-03:00,2.888
2026-08-31,2026-08-31 12:11:19.503000-03:00,2.391
2026-08-31,2026-08-31 12:11:21.559000-03:00,2.056
2026-08-31,2026-08-31 12:11:23.986000-03:00,2.427
2026-08-31,2026-08-31 12:11:26.097000-03:00,2.111
2026-08-31,2026-08-31 12:11:28.498000-03:00,2.401
2026-08-31,2026-08-31 12:11:30.823000-03:00,2.325
2026-08-31,2026-08-31 12:11:32.995000-03:00,2.172
2026-08-31,2026-08-31 12:11:36.019000-03:00,3.024
2026-08-31,2026-08-31 12:11:40.083000-03:00,4.064
2026-08-31,2026-08-31 12:11:51.106000-03:00,11.023
2026-08-31,2026-08-31 12:11:54.348000-03:00,3.242
2026-08-31,2026-08-31 12:11:56.017000-03:00,1.669
2026-08-31,2026-08-31 12:12:00.750000-03:00,4.733
2026-08-31,2026-08-31 12:12:18.493000-03:00,17.743
2026-08-31,2026-08-31 12:12:22.556000-03:00,4.063
2026-08-31,2026-08-31 12:12:27.834000-03:00,5.278
2026-08-31,2026-08-31 12:12:30.093000-03:00,2.259
2026-08-31,2026-08-31 12:12:33.302000-03:00,3.209
2026-08-31,2026-08-31 12:12:36.654000-03:00,3.352
2026-08-31,2026-08-31 12:13:18.887000-03:00,5.571
2026-08-31,2026-08-31 12:13:20.826000-03:00,1.939
2026-08-31,2026-08-31 12:13:23.377000-03:00,2.551
2026-08-31,2026-08-31 12:13:25.222000-03:00,1.845
2026-08-31,2026-08-31 12:13:27.537000-03:00,2.315
2026-08-31,2026-08-31 12:13:32.707000-03:00,5.17
2026-08-31,2026-08-31 12:13:34.623000-03:00,1.916
2026-08-31,2026-08-31 12:13:36.810000-03:00,2.187
2026-08-31,2026-08-31 12:13:39.391000-03:00,2.581
2026-08-31,2026-08-31 12:13:48.385000-03:00,8.994
2026-08-31,2026-08-31 12:13:51.236000-03:00,2.851
2026-08-31,2026-08-31 12:13:53.941000-03:00,2.705
2026-08-31,2026-08-31 12:13:56.509000-03:00,2.568
2026-08-31,2026-08-31 12:14:00.841000-03:00,4.332
2026-08-31,2026-08-31 12:14:03.274000-03:00,2.433
2026-08-31,2026-08-31 12:14:06.908000-03:00,3.634
2026-08-31,2026-08-31 12:14:21.049000-03:00,14.141
2026-08-31,2026-08-31 12:14:25.286000-03:00,4.237
2026-08-31,2026-08-31 12:14:27.447000-03:00,2.161
2026-08-31,2026-08-31 12:14:28.374000-03:00,0.927
2026-08-31,2026-08-31 12:14:32.366000-03:00,3.992
2026-08-31,2026-08-31 12:14:35.860000-03:00,3.494
2026-08-31,2026-08-31 12:14:38.743000-03:00,2.883
2026-08-31,2026-08-31 12:14:40.687000-03:00,1.944
2026-08-31,2026-08-31 12:14:46.039000-03:00,5.352
2026-08-31,2026-08-31 12:14:49.257000-03:00,3.218
2026-08-31,2026-08-31 12:14:51.463000-03:00,2.206
2026-08-31,2026-08-31 12:14:54.114000-03:00,2.651
2026-08-31,2026-08-31 12:14:56.342000-03:00,2.228
2026-08-31,2026-08-31 12:14:59.513000-03:00,3.171
2026-08-31,2026-08-31 12:15:07.524000-03:00,8.011
2026-08-31,2026-08-31 12:15:11.429000-03:00,3.905
2026-08-31,2026-08-31 12:15:14.163000-03:00,2.734
2026-08-31,2026-08-31 12:15:16.030000-03:00,1.867
2026-08-31,2026-08-31 12:15:18.410000-03:00,2.38
2026-08-31,2026-08-31 12:15:20.550000-03:00,2.14
2026-08-31,2026-08-31 12:15:24.492000-03:00,3.942
2026-08-31,2026-08-31 12:15:27.649000-03:00,3.157
2026-08-31,2026-08-31 12:15:29.944000-03:00,2.295
2026-08-31,2026-08-31 12:15:32.535000-03:00,2.591
2026-08-31,2026-08-31 12:15:35.220000-03:00,2.685
2026-08-31,2026-08-31 12:15:39.141000-03:00,3.921
2026-08-31,2026-08-31 12:15:41.227000-03:00,2.086
2026-08-31,2026-08-31 12:15:44.715000-03:00,3.488
2026-08-31,2026-08-31 12:15:47.116000-03:00,2.401
2026-08-31,2026-08-31 12:15:49.590000-03:00,2.474
2026-08-31,2026-08-31 12:15:52.897000-03:00,3.307
2026-08-31,2026-08-31 12:15:54.800000-03:00,1.903
2026-08-31,2026-08-31 12:15:58.202000-03:00,3.402
2026-08-31,2026-08-31 12:16:00.800000-03:00,2.598
2026-08-31,2026-08-31 12:16:03.325000-03:00,2.525
2026-08-31,2026-08-31 12:16:06.272000-03:00,2.947
2026-08-31,2026-08-31 12:16:09.199000-03:00,2.927
2026-08-31,2026-08-31 12:16:11.036000-03:00,1.837
2026-08-31,2026-08-31 12:16:35.235000-03:00,24.199
2026-08-31,2026-08-31 12:16:38.676000-03:00,3.441
2026-08-31,2026-08-31 12:16:41.294000-03:00,2.618
2026-08-31,2026-08-31 12:16:42.859000-03:00,1.565
2026-08-31,2026-08-31 12:16:44.659000-03:00,1.8
2026-08-31,2026-08-31 12:16:47.047000-03:00,2.388
2026-08-31,2026-08-31 12:16:49.673000-03:00,2.626
2026-08-31,2026-08-31 12:16:51.720000-03:00,2.047
2026-08-31,2026-08-31 12:16:53.767000-03:00,2.047
2026-08-31,2026-08-31 12:16:55.671000-03:00,1.904
2026-08-31,2026-08-31 12:16:57.517000-03:00,1.846
2026-08-31,2026-08-31 12:17:02.597000-03:00,5.08
2026-08-31,2026-08-31 12:17:04.690000-03:00,2.093
2026-08-31,2026-08-31 12:17:06.985000-03:00,2.295
2026-08-31,2026-08-31 12:17:10.154000-03:00,3.169
2026-08-31,2026-08-31 12:17:12.773000-03:00,2.619
2026-08-31,2026-08-31 12:17:16.054000-03:00,3.281
2026-08-31,2026-08-31 12:17:28.436000-03:00,12.382
2026-08-31,2026-08-31 12:17:31.287000-03:00,2.851
2026-08-31,2026-08-31 12:17:32.802000-03:00,1.515
2026-08-31,2026-08-31 12:17:46.500000-03:00,13.698
2026-08-31,2026-08-31 12:17:50.407000-03:00,3.907
2026-08-31,2026-08-31 12:17:53.487000-03:00,3.08
2026-08-31,2026-08-31 12:17:55.614000-03:00,2.127
2026-08-31,2026-08-31 12:17:58.017000-03:00,2.403
2026-08-31,2026-08-31 12:17:59.824000-03:00,1.807
2026-08-31,2026-08-31 12:18:01.991000-03:00,2.167
2026-08-31,2026-08-31 12:18:06.238000-03:00,4.247
2026-08-31,2026-08-31 12:18:15.276000-03:00,9.038
2026-08-31,2026-08-31 12:18:21.552000-03:00,6.276
2026-08-31,2026-08-31 12:18:25.124000-03:00,3.572
2026-08-31,2026-08-31 12:18:28.911000-03:00,3.787
2026-08-31,2026-08-31 12:18:53.971000-03:00,25.06
2026-08-31,2026-08-31 12:18:57.115000-03:00,3.144
2026-08-31,2026-08-31 12:18:59.592000-03:00,2.477
2026-08-31,2026-08-31 12:19:01.881000-03:00,2.289
2026-08-31,2026-08-31 12:19:04.383000-03:00,2.502
2026-08-31,2026-08-31 12:19:07.833000-03:00,3.45
2026-08-31,2026-08-31 12:19:09.492000-03:00,1.659
2026-08-31,2026-08-31 12:19:11.419000-03:00,1.927
2026-08-31,2026-08-31 12:19:15.752000-03:00,4.333
2026-08-31,2026-08-31 12:19:18.901000-03:00,3.149
2026-08-31,2026-08-31 12:19:20.884000-03:00,1.983
2026-08-31,2026-08-31 12:19:24.244000-03:00,3.36
2026-08-31,2026-08-31 12:19:26.625000-03:00,2.381
2026-08-31,2026-08-31 12:19:28.757000-03:00,2.132
2026-08-31,2026-08-31 12:19:31.936000-03:00,3.179
